textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
80ebe94248,Only just past 8am and already been spoiled rotton,spoiled,negative,night,31-45,Syria,17500658,183630,95
47b324d252, #wheniwerealad can you explain how that worked? lol  and no rude  explanations pleeezzze,#wheniwerealad can you explain how that worked? lol  and no rude  explanations pleeezzze,neutral,morning,46-60,Tajikistan,9537645,139960,68
ad0dc9e617,"Insomnia at its finest. Go to bed at 11:30, fully awake at 2. Grrr. Anyone want to call mee?","Insomnia at its finest. Go to bed at 11:30, fully awake at 2. Grrr.",negative,noon,60-70,Tanzania,59734218,885800,67
d4a0ea90dc,I read 'The Picture of Dorian Gray' by Oscar Wilde (on english). It`s not easy for me but I try to make out,It`s not easy for me but I try to make out,neutral,night,70-100,Thailand,69799978,510890,137
405f700027,I had the worst dream ever: the Lakers were losing 11 : ZIP  & Courney Cox had a mohawk wtf.,worst,negative,morning,0-20,Timor-Leste,1318445,14870,89
ea494dc3dd,"oooh battlestar galactica is on the other channel. it`s the rebellion episode! man, i feel so sad about what became of gaeta.  i liked him","oooh battlestar galactica is on the other channel. it`s the rebellion episode! man, i feel so sad about what became of gaeta.  i liked him",neutral,noon,21-30,Togo,8278724,54390,152
c4bb3dea6a, sorry - didnt mean to   hope you can think positivly about being 80 and looking back on 30!,sorry,negative,night,31-45,Tonga,105695,720,147
975a0fb746,I am chillin w/ my homies,chillin,positive,morning,46-60,Trinidad and Tobago,1399488,5130,273
1bdd6d727a," Dude you`re always going to midnight screenings! xD. I wish I lived in a city. Well, I do (until tmrw!) but it`s rubbish","Dude you`re always going to midnight screenings! xD. I wish I lived in a city. Well, I do (until tmrw!) but it`s rubbish",neutral,noon,60-70,Tunisia,11818619,155360,76
961e6af49c,"don`t think that went well, was only in there for 15 mins","don`t think that went well,",negative,night,70-100,Turkey,84339067,7.70E+05,110
c6ab65bfbc,i really want a blackberry  my sidekick is hella wack. night,sidekick,negative,morning,0-20,Turkmenistan,6031200,469930,13
478c432e8b, I`m glad you liked it   Want more?,glad,positive,noon,21-30,Tuvalu,11792,30,393
714bb81d52, sorry i couldn`t fit hal`s name,sorry,negative,night,31-45,Uganda,45741007,199810,229
3b8dcdd40a,just watched that  new T-mobile advert on Youtube.. i love it  'hey jude!!!!!!',love,positive,morning,46-60,Ukraine,43733762,579320,75
1ba776466c, how long did it take you to learn the song,how long did it take you to learn the song,neutral,noon,60-70,United Arab Emirates,9890402,83600,118
b58382ccbe, man that sucks.,man that sucks.,negative,night,70-100,United Kingdom,67886011,241930,281
a60c8c62cf,Morning world. Hello Bank Holiday! Cold and grey and rainy here. Feel like colouring thanks to  so might do that this am,thanks,positive,morning,0-20,United States of America,331002651,9147420,36
d769ea5758,"just got back from the pool, need to ice the knee","just got back from the pool, need to ice the knee",neutral,noon,21-30,Uruguay,3473730,175020,20
d03c2ba9cd,Mel? Where Are You You Shud Be Here At My House,Mel? Where Are You You Shud Be Here At My House,neutral,night,31-45,Uzbekistan,33469203,425400,79
65ec4f3b32," lol ik they are, but i figure i`ve kept it for a year+ without needing virus software or to get it fixed  sigh","lol ik they are, but i figure i`ve kept it for a year+ without needing virus software or to get it fixed  sigh",neutral,morning,46-60,Vanuatu,307145,1.22E+04,25
b92487d5b9,I am soo happy! Thank you baby for the best 1095 days of my life,I am soo happy!,positive,noon,60-70,Venezuela,28435940,882050,32
10f09b98c7, LOL. About to leave.,LOL. About to leave.,neutral,night,70-100,Vietnam,97338579,310070,314
c6d0332935," aww , its ok,we ended up getting in later than expected and didnt go...I would of called you if we were able to, ...C U N Austin,","aww , its ok,we ended up getting in later than expected and didnt go...I would of called you if we were able to, ...C U N Austin,",neutral,morning,0-20,Yemen,29825964,527970,56
cf9cdcdf32, well that does make me feel better about staying up even later to watch the daily show.   lay on the guilt again.,well that does make me feel better about staying up even later to watch the daily show.   lay on the guilt agai,neutral,noon,21-30,Zambia,18383955,743390,25
e79c31c31c, Not a problem at all sis - respect due,Not a problem,positive,night,31-45,Zimbabwe,14862924,386850,38
acfbac049f,"   Sure!  My entire blogroll is terribly updated, but this could motivate me to update and redo it!",uld motiva,positive,morning,46-60,Afghanistan,38928346,652860,60
f2d0944fcd,_anstee i hope! its in expo! that would be amazing. im trying so hard to make perfection so it is.,perfection,positive,noon,60-70,Albania,2877797,27400,105
f1412f1467,I`m really nervous about giving a speech at a wedding tomorrow,I`m really nervous ab,negative,night,70-100,Algeria,43851044,2381740,18
59b1b05b1f," nm. dang, you on NOW but i gotta bounce in like 4 minutes  i`m just chilling. the usual.",i`m just chilling,positive,morning,0-20,Andorra,77265,470,164
122f0261dc,Ooopps over slept. Is it really 10am? Best get up then and get my shizzle in gear,Ooopps over slept. Is it really 10am? Best get up then and get my shizzle in gear,neutral,noon,21-30,Angola,32866272,1246700,26
da2e31db1b,_Reviews THANKS!,THANKS!,positive,night,31-45,Antigua and Barbuda,97929,440,223
72fb9bcf8b,"Sitting, wondering, & wishing for a bunch of stuff that will never be","Sitting, wondering, & wishing for a bunch of stuff that will never be",neutral,morning,46-60,Argentina,45195774,2736690,17
5b0abf175e,shower time,shower time,neutral,noon,60-70,Armenia,2963243,28470,104
533c72cf1f,lousy **** landlord.   need to focus on kid`s packing but cant . nevermind sew sleeping bag,need to focus on kid`s packing but cant,negative,night,70-100,Australia,25499884,7682300,3
adb093890f, Going so soon? I was hoping to hear late nite humor from you....,hoping,positive,morning,0-20,Austria,9006398,8.24E+04,109
144dfb402f,I am so full. No more food tonight... I don`t want no cake and ice cream at this party.,I am so full. No more food tonight... I don`t want no cake and ice cream at this party.,neutral,noon,21-30,Azerbaijan,10139177,82658,123
3f2395f676, that sucks mama,that sucks mama,negative,night,31-45,Bahamas,393244,10010,39
9f81595b98, I wish you weren`t going to a 19+ venue in Vancouver,I wish you weren`t going to a 19+ venue in Vancouver,neutral,morning,46-60,Bahrain,1701575,760,2239
4137a2ac20, It is absolutely incredible. It`s official: My FAVORITE JONAS is FRANKIE. He is the man,incredible.,positive,noon,60-70,Bangladesh,164689383,130170,1265
fb216c870d,Happy Birthday to my ****,Happy Birthday to my ****,positive,night,70-100,Barbados,287375,430,668
3a4db50852," I didnt mind the movie myself, may be because Im not that big a fangirl myself","I didnt mind the movie myself, may be because Im not that big a fangirl myself",neutral,morning,0-20,Belarus,9449323,202910,47
0b87e5c566," I`m not going, sadly.  Maybe next year, eh?",sadly.,negative,noon,21-30,Belgium,11589623,30280,383
6c340185da,surgery effin hurts,hurts,negative,night,31-45,Belize,397628,22810,17
2bb7bda383, Can you please  with that? I`d love some egg +bacon +ranch +bed for giving birth 3 times in 4 years!,t? I`d love,positive,morning,46-60,Benin,12123200,112760,108
291e9d5727,So bored... need more people for rsmv !!  jagex doesn`t let u say RSMV unless its the first word u say in the sentence.. sad,sad,negative,noon,60-70,Bhutan,771608,3.81E+04,20
1eff103696,"****, we have some kind of bugs in our house. And we dont know why or what it is",bugs,negative,night,70-100,Bolivia,11673021,1083300,11
10963273b9,Almost lost my phone.,Almost lost my phone.,neutral,morning,0-20,Bosnia and Herzegovina,3280819,51000,64
d1c734c2c4,   ...Thank you Mr. President!....,...Thank you Mr. President!.,positive,noon,21-30,Botswana,2351627,566730,4
0d1925608e," Ooo showing of your French skills!! lol Things good over here. Lovely weather, so should be outside  How`s u?","Things good over here. Lovely weather,",positive,night,31-45,Brazil,212559417,8358140,25
563e9ac291,The Star Trek movie was amazing! omg everyone has to go see it,amazing!,positive,morning,46-60,Brunei,437479,5270,83
dac8a47042, happy birthday,happy,positive,noon,60-70,Bulgaria,6948445,108560,64
5c4a6118f2,Anotha day of work  not lookin forward i hate closin fri,hate,negative,night,70-100,Burkina Faso,20903273,273600,76
d57866fd4f,I`m entering a two month study/exam period.  Which is awesome. - See you on the flip side,Which is awesome.,positive,morning,0-20,Burundi,11890784,25680,463
99853188fa," it`s best if i check it while it IS up. when it`s down, i can`t really see anything",best,positive,noon,21-30,C�te d'Ivoire,26378274,318000,83
25e098d166,working from home office today and catching up on everything except twitter,working from home office today and catching up on everything except twitter,neutral,night,31-45,Cabo Verde,555987,4.03E+03,138
3686cff7dd,Lil cuz coming round today she 5  aww  haha,haha,positive,morning,46-60,Cambodia,16718965,176520,95
569fceca58,My stomach effing hurts. Sadly there`ll be no gym class this afternoon,My stomach effing hurts. Sadly there`ll be no gym class this afternoon,negative,noon,60-70,Cameroon,26545863,472710,56
92dad66de9,Gotta go now .. i`m going to Circus .. the real Circus not Britney`s Tour  sadly ..,sadly ..,negative,night,70-100,Canada,37742154,9093510,4
e11371b15e," the next single is 'Hey Lady'.ok, where is my million dollars??","the next single is 'Hey Lady'.ok, where is my million dollars??",neutral,morning,0-20,Central African Republic,4829767,622980,8
8df08cee8a,Goodmorning twitter bugs.. happy monday to you all! Today marks my first official day at my first fulltime job.. time to get ready!,happy,positive,noon,21-30,Chad,16425864,1259200,13
51f461e27e, I have my 830 class  **** school! what time you work wed? if jade comes ima have to get her in antioch at amtrak.,**** school!,negative,night,31-45,Chile,19116201,743532,26
f9c05c3110,"is back...been feeling ill and extremely busy all week. happy mother`s day, to all you mama`s out there","is back...been feeling ill and extremely busy all week. happy mother`s day, to all you mama`s out there",neutral,morning,46-60,China,1439323776,9388211,153
90e2fd75f1,*old me`s dead and gone*,dead,negative,noon,60-70,Colombia,50882891,1109500,46
8d6fb4185c,"it`s you and me forever ?, it`s you and me right now   flywithmeobsessive. Im crying",m crying,negative,night,70-100,Comoros,869601,1861,467
0a19903154, sounds like the muffler bearings are going bad,going bad,negative,morning,0-20,Congo (Congo-Brazzaville),5518087,3.42E+05,16
ede4721177,No credit left on my mobile sorry Brit! *pounces back* Thanksss Tania for the EPIC photoshoot,No credit left on my mobile sorry Brit! *pounces back* Thanksss Tania for the EPIC photoshoot,neutral,noon,21-30,Costa Rica,5094118,51060,100
bb217ad44b,"On a day like today I would wear shorts and tshirt, but now I`m at DHQ it`s office wear...","On a day like today I would wear shorts and tshirt, but now I`m at DHQ it`s office wear...",neutral,night,31-45,Croatia,4105267,55960,73
08e8b684dc,can I just go to sleep and wake up in December when my house is all organized and the baby is here?.. feeling like poo today,feeling like poo today,negative,morning,46-60,Cuba,11326616,106440,106
c1bfc69b2b, I think they make you turn your phones off  I`ll see what I can do!,I think they make you turn your phones off  I`ll see what I can do!,neutral,noon,60-70,Cyprus,1207359,9240,131
9c56dcbab3,I wish I had company,I wish I had company,negative,night,70-100,Czechia (Czech Republic),10708981,77240,139
42a4413514,  aaaawww  would u like an alcoholic beverage of your choice?,aaaawww  would u like an alcoholic beverage of your choice,neutral,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40
eda6389e34,  My Power was cut off  thats where i went,My Power was cut off,negative,noon,21-30,Denmark,5792202,42430,137
4dcd538cc3,looks like it got cloudy again outside! and i have nothing to do tonight! boo friday,boo,negative,night,31-45,Djibouti,988000,23180,43
49aba92092,"Home early, yeh! work to do over the weekend, $%$#@!!!! not happy!!! so much 4 a big1",not happy!!! so,negative,morning,46-60,Dominica,71986,750,96
a1d7004bc4,It was going to happen one day but I so feel for the girl AND her mum,It was going to happen one day but I so feel for the girl AND her mum,negative,noon,60-70,Dominican Republic,10847910,4.83E+04,225
b36a092e84,Stupid idiot who ran a stop sing and almost killed me and my car!,Stupid idiot who ran a stop sing and almost killed me and my car!,negative,night,70-100,Ecuador,17643054,248360,71
2f74ecb5d8, didn`t have my camera with me  totally regretting it now!,y regretting,negative,morning,0-20,Egypt,102334404,995450,103
13654d48b0, awww I wish I could have been there  I`m stuck here about to jab out my eyes with knitting needles,awww I wish I could have been there  I`m stuck here about to jab out my eyes with knitting needles,neutral,noon,21-30,El Salvador,6486205,20720,313
9aae1a63d3, braving the standby line @ TheView bright & early today!! hope to hear about your book & hope I get in! 3rd time`s the charm,hope,positive,night,31-45,Equatorial Guinea,1402985,28050,50
0f8050afef, Good Luck,Good,positive,morning,46-60,Eritrea,3546421,101000,35
893c270d85,im bored.. RC is goin maintenance,bored..,negative,noon,60-70,Estonia,1326535,42390,31
6a2a77702e, can you follow me please?,can you follow me please?,neutral,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
